bloock-smooth,date of sale,change,worth,essence,part sold,settelment,year built,Area,Room number
002191-0011-030-00,20/04/2023,"1,780,000","1,780,000",דירה בבית קומות,1,Ashdod,1960,102,4
002455-0020-019-00,29/03/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Ashdod,1980,115,4
002189-0031-006-00,17/04/2023,"1,830,000","1,830,000",דירה בבית קומות,1,Ashdod,1970,136,4
002074-0189-065-00,20/04/2023,"1,950,000","1,950,000",דירה בבית קומות,1,Ashdod,2019,85,4
000472-0045-039-00,24/04/2023,"2,070,000","2,070,000",דירה בבית קומות,1,Ashdod,1995,110,4
002463-0013-032-00,25/04/2023,"1,720,000","1,720,000",דירה בבית קומות,1,Ashdod,2022,93,4
002460-0008-008-00,27/04/2023,"1,785,000","1,785,000",דירה בבית קומות,1,Ashdod,1970,80,4
002439-0022-009-00,01/05/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Ashdod,2001,121,4
002193-0020-019-00,27/03/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,1990,115,4
002188-0024-037-00,29/03/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Ashdod,1985,92,4
002395-0021-020-00,05/04/2023,"1,600,000","1,600,000",דירה בבית קומות,1,Ashdod,1995,100,4
002066-0237-051-00,17/04/2023,"1,650,000","1,650,000",דירה בבית קומות,1,Ashdod,2023,90,4
002815-0010-076-00,11/05/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Ashdod,2009,142,4
002066-0179-030-00,16/03/2023,"1,850,000","1,850,000",דירה בבית קומות,1,Ashdod,2023,103,4
002066-0231-051-00,21/03/2023,"1,650,000","1,650,000",דירה בבית קומות,1,Ashdod,2025,93,4
002066-0233-018-00,21/03/2023,"1,880,000","1,880,000",דירה בבית קומות,1,Ashdod,2017,110,4
002071-0143-000-00,26/03/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Ashdod,2003,150,4
002066-0231-047-00,29/03/2023,"1,650,000","1,650,000",דירה בבית קומות,1,Ashdod,2025,93,4
002188-0024-001-00,30/03/2023,"609,061","609,061",דירה בבית קומות,1,Ashdod,1970,92,4
002074-0165-018-00,18/04/2023,"1,700,000","1,700,000",דירה בבית קומות,0,Ashdod,1960,113,4
002071-0131-009-00,30/04/2023,"970,000","970,000",דירה בבית קומות,0.5,Ashdod,1995,112,4
002393-0008-016-00,04/05/2023,"2,120,000","2,120,000",דירה בבית קומות,1,Ashdod,1995,115,4
002071-0153-053-00,08/05/2023,"653,333","653,333",דירה בבית קומות,0.388,Ashdod,1990,117,4
002396-0026-038-00,09/05/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Ashdod,1993,103,4
002073-0037-023-00,11/05/2023,"1,720,000","1,720,000",דירה בבית קומות,1,Ashdod,2022,94,4
002456-0016-031-00,14/02/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,1980,135,5
002190-0004-028-00,28/03/2023,"2,250,000","2,250,000",דירה בבית קומות,1,Ashdod,2022,120,5
002791-0018-000-00,28/02/2023,"1,000,000","1,000,000",דירה בבית קומות,0.333,Ashdod,2007,191,5
002074-0164-023-00,14/12/2022,"1,830,000","1,830,000",דירה בבית קומות,1,Ashdod,1970,110,5
002437-0019-000-00,29/11/2022,"1,300,000","1,300,000",דירה בבית קומות,0.5,Ashdod,2002,142,5
002450-0024-080-00,11/12/2022,"1,933,333","1,933,333",דירה בבית קומות,0.666,Ashdod,1997,151,5
002073-0037-034-00,15/12/2022,"1,700,000","1,700,000",דירה בבית קומות,1,Ashdod,2022,95,5
002461-0013-017-00,24/11/2022,"2,150,000","2,150,000",דירה בבית קומות,1,Ashdod,2021,110,5
002455-0015-019-00,01/12/2022,"1,920,000","1,920,000",דירה בבית קומות,1,Ashdod,1970,132,5
002461-0013-010-00,15/12/2022,"2,400,000","2,400,000",דירה בבית קומות,1,Ashdod,2021,121,5
002465-0010-017-00,02/01/2023,"1,550,000","1,550,000",דירה בבית קומות,1,Ashdod,2022,137,5
002073-0025-004-00,05/01/2023,"1,820,000","1,820,000",דירה בבית קומות,1,Ashdod,1980,78,5
002192-0118-019-00,01/01/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Ashdod,1992,120,5
002385-0159-000-00,05/01/2023,"2,020,000","2,020,000",דירה בבית קומות,1,Ashdod,1992,130,5
000472-0045-021-00,20/12/2022,"2,230,000","2,230,000",דירה בבית קומות,1,Ashdod,1998,102,5
002461-0013-014-00,09/01/2023,"2,300,000","2,300,000",דירה בבית קומות,1,Ashdod,2021,110,5
002465-0008-022-00,06/12/2022,"2,000,000","2,000,000",דירה בבית קומות,1,Ashdod,2023,135,5
002465-0008-017-00,19/12/2022,"2,100,000","2,100,000",דירה בבית קומות,1,Ashdod,2023,137,5
002816-0007-100-00,18/01/2023,"2,037,500","2,037,500",דירה בבית קומות,0.5,Ashdod,2013,205,5
002465-0008-021-00,11/01/2023,"1,550,000","1,550,000",דירה בבית קומות,1,Ashdod,2023,137,5
002061-0077-017-00,23/01/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002190-0004-028-00,25/01/2023,"2,226,000","2,226,000",דירה בבית קומות,1,Ashdod,2023,130,5
002455-0015-017-00,25/12/2022,"1,950,000","1,950,000",דירה בבית קומות,1,Ashdod,1970,140,5
002439-0025-008-00,26/01/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Ashdod,2003,147,5
002189-0043-039-00,19/12/2022,"1,955,983","1,955,983",דירה בבית קומות,1,Ashdod,2024,116,5
002455-0015-020-00,13/12/2022,"1,910,000","1,910,000",דירה בבית קומות,1,Ashdod,1970,132,5
002061-0077-017-06,23/01/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002061-0077-017-02,23/01/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002073-0045-045-00,24/01/2023,"1,600,000","1,600,000",דירה בבית קומות,1,Ashdod,2022,100,5
002396-0023-032-00,25/01/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Ashdod,1994,124,5
002061-0077-022-00,26/01/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002398-0012-023-00,01/02/2023,"2,150,000","2,150,000",דירה בבית קומות,1,Ashdod,1980,107,5
002067-0056-019-00,16/02/2023,"2,450,000","2,450,000",דירה בבית קומות,1,Ashdod,1996,153,5
002459-0018-056-05,07/02/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Ashdod,2019,113,5
000472-0189-021-00,20/02/2023,"1,218,710","1,218,710",דירה בבית קומות,0.518,Ashdod,2020,128,5
002071-0218-054-00,01/03/2023,"2,300,000","2,300,000",דירה בבית קומות,1,Ashdod,1995,155,5
002073-0037-034-04,01/02/2023,"1,700,000","1,700,000",דירה בבית קומות,1,Ashdod,2022,90,5
002073-0037-018-00,26/02/2023,"1,726,000","1,726,000",דירה בבית קומות,1,Ashdod,2022,91,5
002061-0077-017-00,01/03/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002061-0077-022-00,01/03/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002463-0009-022-00,09/03/2023,"2,250,000","2,250,000",דירה בבית קומות,1,Ashdod,1970,128,5
038463-0020-031-00,13/03/2023,"1,151,264","1,151,264",דירה בבית קומות,1,Ashdod,2023,122,5
002464-0021-021-00,29/01/2023,"2,050,000","2,050,000",דירה בבית קומות,1,Ashdod,1970,101,5
002398-0008-008-00,23/02/2023,"2,140,000","2,140,000",דירה בבית קומות,1,Ashdod,1990,117,5
002088-0147-126-00,27/02/2023,"1,921,910","1,921,910",דירה בבית קומות,1,Ashdod,2018,163,5
002459-0004-053-00,28/02/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Ashdod,1970,131,5
002061-0077-022-00,16/03/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ashdod,2023,134,5
002456-0016-022-00,20/03/2023,"2,250,000","2,250,000",דירה בבית קומות,1,Ashdod,1970,110,5
002023-0079-000-00,12/03/2023,"2,300,000","2,300,000",דירה בבית קומות,1,Ashdod,1995,93,5
002464-0019-031-00,23/03/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Ashdod,1970,73,5
002023-0016-005-00,18/03/2023,"2,200,000","2,200,000",דירה בבית קומות,1,Ashdod,1980,119,5
002080-0127-022-00,30/03/2023,"1,820,553","1,820,553",דירה בבית קומות,1,Ashdod,2023,95,5
002193-0052-010-00,14/04/2023,"2,470,000","2,470,000",דירה בבית קומות,1,Ashdod,2004,120,5
000472-0189-000-00,20/03/2023,"2,450,000","2,450,000",דירה בבית קומות,1,Ashdod,2022,129,5
002066-0231-050-00,30/03/2023,"1,433,000","1,433,000",דירה בבית קומות,1,Ashdod,2026,96,5
002066-0231-053-00,30/03/2023,"1,433,000","1,433,000",דירה בבית קומות,1,Ashdod,2026,98,5
002386-0127-005-00,21/04/2023,"2,215,000","2,215,000",דירה בבית קומות,1,Ashdod,1996,136,5
002088-0147-091-00,02/03/2023,"1,804,656","1,804,656",דירה בבית קומות,1,Ashdod,2018,173,5
002195-0032-073-00,05/03/2023,"1,100,000","1,100,000",דירה בבית קומות,0.5,Ashdod,1991,132,5
002439-0029-017-00,05/03/2023,"1,400,000","1,400,000",דירה בבית קומות,0.5,Ashdod,2000,168,5
000472-0189-007-00,15/03/2023,"1,508,000","1,508,000",דירה בבית קומות,0.518,Ashdod,2020,129,5
002190-0043-014-00,02/03/2023,"2,200,000","2,200,000",דירה בבית קומות,1,Ashdod,1970,92,5
002193-0023-050-00,13/03/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Ashdod,2001,124,5
000472-0189-011-00,23/03/2023,"1,608,000","1,608,000",דירה בבית קומות,0.518,Ashdod,2020,130,5
002066-0231-052-00,23/03/2023,"1,700,000","1,700,000",דירה בבית קומות,1,Ashdod,2025,98,5
002189-0035-016-00,26/03/2023,"1,830,000","1,830,000",דירה בבית קומות,1,Ashdod,1970,141,5
002196-0029-030-00,28/03/2023,"2,210,000","2,210,000",דירה בבית קומות,1,Ashdod,2023,120,5
002465-0010-022-00,30/03/2023,"1,730,000","1,730,000",דירה בבית קומות,1,Ashdod,2023,117,5
002386-0131-029-00,10/05/2023,"1,650,000","1,650,000",דירה בבית קומות,1,Ashdod,1993,127,5
002462-0064-109-00,15/05/2023,"2,240,000","2,240,000",דירה בבית קומות,1,Ashdod,1995,130,5
006577-0056-008-00,12/08/2022,"1,025,000","1,025,000",דירה בבית קומות,0.5,Herzliya,1960,43,3
006529-0063-005-00,21/08/2022,"825,000","825,000",דירה בבית קומות,0.25,Herzliya,2000,76,3
006542-0065-005-00,31/05/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Herzliya,1960,35,3
006533-0044-006-00,02/06/2022,"2,400,000","2,400,000",דירה בבית קומות,1,Herzliya,1970,68,3
006546-0642-005-00,12/06/2022,"2,620,000","2,620,000",דירה בבית קומות,1,Herzliya,1984,80,3
006534-0077-002-00,26/05/2022,"758,333","758,333",דירה בבית קומות,0.333,Herzliya,1982,68,3
006546-0841-008-00,02/06/2022,"677,500","677,500",דירה בבית קומות,0.25,Herzliya,1960,75,3
006536-0845-027-00,02/06/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Herzliya,2021,76,3
006529-0093-006-00,12/06/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Herzliya,2022,77,3
006528-0061-004-00,20/06/2022,"1,270,000","1,270,000",דירה בבית קומות,0.5,Herzliya,1970,63,3
006542-0067-005-00,23/06/2022,"2,350,000","2,350,000",דירה בבית קומות,1,Herzliya,1960,53,3
006529-0093-021-00,07/06/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Herzliya,2022,77,3
006558-0780-009-00,09/06/2022,"2,765,000","2,765,000",דירה בבית קומות,1,Herzliya,2023,82,3
006529-0095-019-00,07/07/2022,"1,800,000","1,800,000",דירה בבית קומות,1,Herzliya,1960,71,3
006528-0054-012-00,26/05/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Herzliya,1960,77,3
006542-0059-008-00,21/07/2022,"2,550,000","2,550,000",דירה בבית קומות,1,Herzliya,1960,69,3
007291-0231-020-00,25/07/2022,"2,150,001","2,150,001",דירה בבית קומות,1,Herzliya,1970,52,3
006525-0201-000-00,28/06/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Herzliya,2022,77,3
007291-0135-003-00,26/07/2022,"1,298,768","1,298,768",דירה בבית קומות,1,Herzliya,1950,62,3
006577-0044-004-00,12/02/2023,"555,000","555,000",דירה בבית קומות,1,Herzliya,1960,50,3
006577-0155-019-00,24/06/2022,"850,000","850,000",דירה בבית קומות,0.5,Herzliya,1960,43,3
006536-0762-015-00,17/08/2022,"2,530,000","2,530,000",דירה בבית קומות,1,Herzliya,1960,60,3
006670-0202-004-00,31/07/2022,"825,000","825,000",דירה בבית קומות,0.25,Herzliya,1960,86,3
006531-0101-010-00,19/07/2022,"1,725,000","1,725,000",דירה בבית קומות,1,Herzliya,2020,72,3
006525-0201-005-00,11/08/2022,"1,685,000","1,685,000",דירה בבית קומות,0.5,Herzliya,2022,77,3
006577-0164-022-00,22/08/2022,"1,115,797","1,115,797",דירה בבית קומות,1,Herzliya,1960,64,3
006560-0100-010-00,31/08/2022,"2,650,000","2,650,000",דירה בבית קומות,1,Herzliya,2000,68,3
006536-0523-008-00,04/09/2022,"2,590,000","2,590,000",דירה בבית קומות,1,Herzliya,1970,55,3
006546-0708-001-00,04/09/2022,"2,740,000","2,740,000",דירה בבית קומות,1,Herzliya,2023,103,3
006577-0062-009-00,07/09/2022,"1,990,000","1,990,000",דירה בבית קומות,1,Herzliya,1960,43,3
006538-0496-009-00,25/07/2022,"860,000","860,000",דירה בבית קומות,0.333,Herzliya,1997,71,3
006532-0141-003-00,24/08/2022,"2,775,000","2,775,000",דירה בבית קומות,1,Herzliya,1970,85,3
006537-0180-007-00,04/09/2022,"2,670,000","2,670,000",דירה בבית קומות,1,Herzliya,1980,73,3
006577-0223-001-00,11/09/2022,"626,737","626,737",דירה בבית קומות,1,Herzliya,1960,62,3
006527-0368-016-00,21/09/2022,"2,525,000","2,525,000",דירה בבית קומות,1,Herzliya,1970,60,3
006558-0802-012-00,28/09/2022,"1,900,000","1,900,000",דירה בבית קומות,1,Herzliya,1995,60,3
006532-0111-011-00,16/08/2022,"1,225,000","1,225,000",דירה בבית קומות,0.5,Herzliya,1960,55,3
006533-0275-001-00,04/09/2022,"2,598,750","2,598,750",דירה בבית קומות,1,Herzliya,1994,64,3
006536-0896-024-00,30/10/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Herzliya,1995,81,3
006536-0719-004-00,14/09/2022,"2,240,000","2,240,000",דירה בבית קומות,1,Herzliya,2023,72,3
006546-0471-009-00,22/09/2022,"1,095,670","1,095,670",דירה בבית קומות,1,Herzliya,1960,53,3
006536-0845-027-00,29/09/2022,"2,890,000","2,890,000",דירה בבית קומות,1,Herzliya,2021,76,3
006531-0167-016-00,06/11/2022,"2,620,000","2,620,000",דירה בבית קומות,1,Herzliya,1970,80,3
006533-0069-003-00,04/08/2022,"2,425,000","2,425,000",דירה בבית קומות,1,Herzliya,1987,65,3
006558-0154-009-00,01/11/2022,"1,450,000","1,450,000",דירה בבית קומות,0.5,Herzliya,1950,84,3
006531-0046-008-00,17/11/2022,"1,465,000","1,465,000",דירה בבית קומות,0.5,Herzliya,2010,63,3
006577-0055-013-00,22/11/2022,"2,135,000","2,135,000",דירה בבית קומות,1,Herzliya,1960,59,3
006577-0207-003-00,24/08/2022,"2,297,500","2,297,500",דירה בבית קומות,1,Herzliya,1970,67,3
006670-0193-000-00,03/11/2022,"1,433,333","1,433,333",דירה בבית קומות,0.333,Herzliya,1970,106,3
006577-0157-006-00,08/11/2022,"666,666","666,666",דירה בבית קומות,0.333,Herzliya,1960,45,3
006539-0158-002-00,28/11/2022,"2,890,000","2,890,000",דירה בבית קומות,1,Herzliya,2000,72,3
006520-0003-015-00,31/08/2022,"1,666,667","1,666,667",דירה בבית קומות,0.666,Herzliya,1960,90,3
006538-0338-006-00,26/10/2022,"725,000","725,000",דירה בבית קומות,0.25,Herzliya,1960,77,3
006534-0116-004-00,27/11/2022,"2,276,018","2,276,018",דירה בבית קומות,1,Herzliya,2025,62,3
006535-0058-013-00,28/11/2022,"2,505,983","2,505,983",דירה בבית קומות,1,Herzliya,2024,61,3
006535-0098-009-00,30/11/2022,"823,333","823,333",דירה בבית קומות,0.333,Herzliya,1970,75,3
006577-0061-003-00,07/12/2022,"2,020,000","2,020,000",דירה בבית קומות,1,Herzliya,1960,37,3
006536-0449-009-00,04/12/2022,"850,000","850,000",דירה בבית קומות,0.333,Herzliya,1987,75,3
006535-0058-003-00,28/12/2022,"2,641,473","2,641,473",דירה בבית קומות,1,Herzliya,2022,94,3
006538-0422-004-00,13/12/2022,"2,860,000","2,860,000",דירה בבית קומות,1,Herzliya,1960,52,3
006668-0598-015-00,21/12/2022,"1,850,000","1,850,000",דירה בבית קומות,0.5,Herzliya,1995,101,3
006538-0422-006-00,01/01/2023,"750,000","750,000",דירה בבית קומות,0.5,Herzliya,1960,55,3
006533-0230-003-00,04/01/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Herzliya,1970,68,3
006558-0155-010-00,09/01/2023,"1,400,000","1,400,000",דירה בבית קומות,0.5,Herzliya,1960,74,3
006538-0446-004-00,26/05/2022,"1,227,391","1,227,391",דירה בבית קומות,1,Herzliya,1970,103,3
006528-0054-005-00,09/11/2022,"1,550,000","1,550,000",דירה בבית קומות,0.5,Herzliya,1980,64,3
006534-0116-008-00,26/12/2022,"2,306,018","2,306,018",דירה בבית קומות,1,Herzliya,2025,57,3
006533-0275-007-00,04/01/2023,"850,000","850,000",דירה בבית קומות,0.333,Herzliya,1985,59,3
006577-0125-006-00,27/01/2023,"2,090,000","2,090,000",דירה בבית קומות,1,Herzliya,1960,43,3
006528-0061-009-00,30/01/2023,"2,560,000","2,560,000",דירה בבית קומות,1,Herzliya,1970,70,3
006529-0063-004-00,30/01/2023,"720,000","720,000",דירה בבית קומות,0.25,Herzliya,2001,84,3
006532-0203-004-00,02/02/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,1960,81,3
006536-0728-000-00,01/02/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Herzliya,2018,58,3
006530-0078-008-00,27/01/2023,"2,600,000","2,600,000",דירה בבית קומות,0.5,Herzliya,1970,80,3
006532-0271-003-00,01/02/2023,"2,625,000","2,625,000",דירה בבית קומות,1,Herzliya,1970,77,3
006422-0044-030-00,08/03/2023,"2,052,108","2,052,108",דירה בבית קומות,1,Herzliya,2019,120,3
006663-0207-008-00,13/03/2023,"2,850,287","2,850,287",דירה בבית קומות,1,Herzliya,2024,74,3
006535-0078-004-00,19/01/2023,"2,840,000","2,840,000",דירה בבית קומות,1,Herzliya,1950,39,3
006531-0203-003-00,22/03/2023,"1,370,000","1,370,000",דירה בבית קומות,0.5,Herzliya,2008,63,3
006577-0169-025-00,18/01/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Herzliya,1960,60,3
006538-0090-002-00,13/04/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Herzliya,1970,58,3
006530-0201-008-00,08/02/2023,"1,340,000","1,340,000",דירה בבית קומות,0.5,Herzliya,1970,84,3
006577-0114-009-00,16/02/2023,"1,005,000","1,005,000",דירה בבית קומות,0.5,Herzliya,1960,43,3
006529-0095-016-00,05/03/2023,"950,000","950,000",דירה בבית קומות,0.5,Herzliya,1960,63,3
006533-0253-011-00,06/10/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Herzliya,1970,90,3
006533-0069-002-00,20/03/2023,"2,630,000","2,630,000",דירה בבית קומות,1,Herzliya,1987,62,3
006535-0058-015-00,26/03/2023,"2,856,288","2,856,288",דירה בבית קומות,1,Herzliya,2022,74,3
006663-0207-013-00,23/04/2023,"2,903,787","2,903,787",דירה בבית קומות,1,Herzliya,2024,74,3
006546-0233-004-00,21/10/2022,"590,000","590,000",דירה בבית קומות,0.25,Herzliya,1980,71,3
006534-0113-008-00,01/03/2023,"1,161,670","1,161,670",דירה בבית קומות,0.333,Herzliya,1950,68,3
006531-0052-023-00,30/04/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Herzliya,1970,60,3
006535-0058-014-00,01/05/2023,"2,656,288","2,656,288",דירה בבית קומות,1,Herzliya,2022,69,3
007291-0133-007-00,09/02/2023,"1,700,000","1,700,000",דירה בבית קומות,1,Herzliya,1970,60,3
006531-0028-016-00,16/03/2023,"1,110,000","1,110,000",דירה בבית קומות,0.5,Herzliya,1960,71,3
006558-0780-011-00,20/03/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,2023,84,3
006532-0170-016-00,03/04/2023,"2,180,000","2,180,000",דירה בבית קומות,1,Herzliya,1970,75,3
006533-0278-006-00,08/05/2023,"2,350,000","2,350,000",דירה בבית קומות,1,Herzliya,1990,63,3
006520-0090-046-00,03/05/2023,"1,525,000","1,525,000",דירה בבית קומות,0.5,Herzliya,1970,84,3
006663-0207-003-00,04/05/2023,"2,846,787","2,846,787",דירה בבית קומות,1,Herzliya,2024,74,3
006538-0500-008-00,26/05/2022,"1,100,000","1,100,000",דירה בבית קומות,0.5,Herzliya,2018,80,4
006558-0017-001-00,19/06/2022,"2,000,000","2,000,000",דירה בבית קומות,0.4,Herzliya,1960,97,4
006532-0227-018-00,05/06/2022,"1,600,000","1,600,000",דירה בבית קומות,0.5,Herzliya,2017,78,4
006424-0154-007-00,26/05/2022,"1,835,000","1,835,000",דירה בבית קומות,0.5,Herzliya,1996,104,4
006541-0028-004-00,02/06/2022,"1,780,000","1,780,000",דירה בבית קומות,0.5,Herzliya,1980,97,4
006527-0372-015-00,07/06/2022,"2,730,000","2,730,000",דירה בבית קומות,1,Herzliya,1970,90,4
006530-0199-005-00,09/06/2022,"2,600,000","2,600,000",דירה בבית קומות,1,Herzliya,1970,75,4
006536-0101-002-00,09/06/2022,"2,840,000","2,840,000",דירה בבית קומות,1,Herzliya,1984,94,4
006529-0167-005-00,17/06/2022,"2,825,000","2,825,000",דירה בבית קומות,1,Herzliya,1970,96,4
006536-0598-011-00,21/06/2022,"2,870,000","2,870,000",דירה בבית קומות,1,Herzliya,1970,90,4
006527-0290-000-00,08/06/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,2022,115,4
006541-0181-024-00,21/06/2022,"2,885,000","2,885,000",דירה בבית קומות,1,Herzliya,1980,79,4
006533-0131-005-00,06/07/2022,"2,835,000","2,835,000",דירה בבית קומות,1,Herzliya,1960,82,4
006537-0207-088-00,27/06/2022,"1,895,000","1,895,000",דירה בבית קומות,0.5,Herzliya,1970,111,4
006528-0106-005-00,27/05/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,1981,85,4
006517-0400-101-00,30/05/2022,"797,000","797,000",דירה בבית קומות,0.14,Herzliya,1987,84,4
006533-0013-090-00,06/06/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Herzliya,1985,103,4
006528-0054-042-00,04/07/2022,"2,920,983","2,920,983",דירה בבית קומות,1,Herzliya,2022,113,4
006536-0762-028-00,22/07/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Herzliya,2025,84,4
006531-0063-005-00,04/08/2022,"2,725,000","2,725,000",דירה בבית קומות,1,Herzliya,1970,94,4
006534-0030-003-00,28/07/2022,"2,700,000","2,700,000",דירה בבית קומות,1,Herzliya,1970,94,4
006527-0089-017-00,11/08/2022,"1,750,000","1,750,000",דירה בבית קומות,0.5,Herzliya,1960,90,4
006536-0564-003-00,14/07/2022,"1,950,000","1,950,000",דירה בבית קומות,0.5,Herzliya,1980,103,4
006528-0014-025-00,21/07/2022,"2,000,000","2,000,000",דירה בבית קומות,0.5,Herzliya,1970,78,4
006536-0721-006-00,28/07/2022,"1,590,000","1,590,000",דירה בבית קומות,0.5,Herzliya,1986,86,4
006663-0303-012-00,11/08/2022,"2,700,000","2,700,000",דירה בבית קומות,1,Herzliya,1950,82,4
006532-0269-001-00,08/06/2022,"2,560,000","2,560,000",דירה בבית קומות,1,Herzliya,1970,83,4
006663-0304-010-00,03/08/2022,"2,955,000","2,955,000",דירה בבית קומות,1,Herzliya,1970,81,4
006525-0201-002-00,08/08/2022,"1,993,500","1,993,500",דירה בבית קומות,0.5,Herzliya,2022,99,4
006536-0894-017-00,24/08/2022,"1,425,000","1,425,000",דירה בבית קומות,0.5,Herzliya,1995,115,4
006530-0214-008-00,12/09/2022,"2,700,000","2,700,000",דירה בבית קומות,1,Herzliya,1970,83,4
006527-0313-013-00,13/09/2022,"1,679,714","1,679,714",דירה בבית קומות,1,Herzliya,1970,92,4
006538-0369-006-00,14/09/2022,"2,550,000","2,550,000",דירה בבית קומות,1,Herzliya,1970,89,4
006534-0113-001-00,09/08/2022,"876,000","876,000",דירה בבית קומות,1,Herzliya,2022,150,4
006527-0336-005-00,26/08/2022,"2,400,000","2,400,000",דירה בבית קומות,1,Herzliya,1980,90,4
006527-0314-000-00,05/09/2022,"1,990,000","1,990,000",דירה בבית קומות,0.5,Herzliya,2022,95,4
006663-0269-012-00,07/09/2022,"2,950,000","2,950,000",דירה בבית קומות,1,Herzliya,1960,76,4
006541-0181-023-00,31/10/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Herzliya,1983,90,4
006534-0116-024-00,12/10/2022,"2,986,018","2,986,018",דירה בבית קומות,1,Herzliya,2025,88,4
006530-0133-012-00,19/10/2022,"2,720,000","2,720,000",דירה בבית קומות,1,Herzliya,2025,93,4
006536-0762-029-00,23/10/2022,"2,820,000","2,820,000",דירה בבית קומות,1,Herzliya,2025,84,4
006525-0205-000-00,11/08/2022,"2,115,000","2,115,000",דירה בבית קומות,0.014,Herzliya,2016,79,4
006534-0062-000-00,14/11/2022,"2,915,000","2,915,000",דירה בבית קומות,1,Herzliya,2021,78,4
006536-0712-007-00,06/07/2022,"2,660,000","2,660,000",דירה בבית קומות,1,Herzliya,1999,88,4
006527-0314-000-00,05/08/2022,"1,300,000","1,300,000",דירה בבית קומות,0.5,Herzliya,2021,90,4
006663-0268-000-00,23/11/2022,"1,475,000","1,475,000",דירה בבית קומות,0.5,Herzliya,1994,74,4
006538-0456-005-00,02/11/2022,"1,437,500","1,437,500",דירה בבית קומות,0.5,Herzliya,1970,88,4
006533-0299-091-00,10/11/2022,"1,450,000","1,450,000",דירה בבית קומות,0.5,Herzliya,2006,73,4
007291-0156-023-00,07/12/2022,"1,133,880","1,133,880",דירה בבית קומות,1,Herzliya,2022,100,4
006521-0054-009-00,30/06/2022,"776,666","776,666",דירה בבית קומות,0.333,Herzliya,1970,84,4
007291-0231-009-00,24/11/2022,"1,838,907","1,838,907",דירה בבית קומות,1,Herzliya,1980,99,4
006663-0271-008-00,06/11/2022,"2,925,000","2,925,000",דירה בבית קומות,1,Herzliya,1980,60,4
006536-0764-008-00,22/12/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Herzliya,1990,52,4
006531-0063-006-00,22/12/2022,"2,860,000","2,860,000",דירה בבית קומות,1,Herzliya,1960,77,4
006537-0029-014-00,25/12/2022,"1,475,000","1,475,000",דירה בבית קומות,0.5,Herzliya,1970,90,4
006536-0518-006-00,14/06/2022,"2,700,000","2,700,000",דירה בבית קומות,0.333,Herzliya,1970,63,4
006538-0616-002-00,08/01/2023,"1,380,000","1,380,000",דירה בבית קומות,0.5,Herzliya,1982,92,4
006546-0745-003-00,09/10/2022,"552,000","552,000",דירה בבית קומות,0.24,Herzliya,1987,81,4
006558-0780-012-00,25/12/2022,"2,700,000","2,700,000",דירה בבית קומות,1,Herzliya,1,97,4
